location_name,datetimeLocal,unit,no2,o3,pm10,pm25
Sheffield Devonshire Green - UKA00575,2024-12-21T00:15:00Z,µg/m³,14,46,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:16:00Z,µg/m³,10,47,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:17:00Z,µg/m³,15,46,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:18:00Z,µg/m³,17,46,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:19:00Z,µg/m³,20,45,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:20:00Z,µg/m³,33,41,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:21:00Z,µg/m³,45,36,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:22:00Z,µg/m³,35,31,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:23:00Z,µg/m³,35,29,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:17:00Z,µg/m³,26,57,7,4
Sheffield Devonshire Green - UKA00575,2024-02-21T00:18:00Z,µg/m³,25,57,6,4
Sheffield Devonshire Green - UKA00575,2024-02-21T00:19:00Z,µg/m³,25,57,6,3
Sheffield Devonshire Green - UKA00575,2024-02-21T00:20:00Z,µg/m³,24,56,5,3
Sheffield Devonshire Green - UKA00575,2024-02-21T00:21:00Z,µg/m³,24,55,5,3
Sheffield Devonshire Green - UKA00575,2024-02-21T00:22:00Z,µg/m³,21,55,5,3
Sheffield Devonshire Green - UKA00575,2024-02-21T00:23:00Z,µg/m³,21,55,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:00:00Z,µg/m³,18,57,4,2
Sheffield Devonshire Green - UKA00575,2024-03-21T00:02:00Z,µg/m³,18,59,4,2
Sheffield Devonshire Green - UKA00575,2024-03-21T00:03:00Z,µg/m³,18,60,4,2
Sheffield Devonshire Green - UKA00575,2024-03-21T00:04:00Z,µg/m³,18,60,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:05:00Z,µg/m³,18,61,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:06:00Z,µg/m³,16,62,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:07:00Z,µg/m³,17,62,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:08:00Z,µg/m³,19,61,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:09:00Z,µg/m³,20,62,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:10:00Z,µg/m³,20,62,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:11:00Z,µg/m³,21,62,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:12:00Z,µg/m³,23,62,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:13:00Z,µg/m³,24,63,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:14:00Z,µg/m³,27,63,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:15:00Z,µg/m³,28,63,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:16:00Z,µg/m³,29,62,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:17:00Z,µg/m³,32,61,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:18:00Z,µg/m³,30,61,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:19:00Z,µg/m³,30,61,4,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:20:00Z,µg/m³,33,61,5,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:21:00Z,µg/m³,30,60,5,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:22:00Z,µg/m³,25,60,5,3
Sheffield Devonshire Green - UKA00575,2024-03-21T00:23:00Z,µg/m³,25,60,5,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:00:00Z,µg/m³,27,61,6,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:02:00Z,µg/m³,21,64,6,4
Sheffield Devonshire Green - UKA00575,2024-04-21T00:04:00Z,µg/m³,20,67,6,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:06:00Z,µg/m³,19,69,6,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:07:00Z,µg/m³,19,70,6,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:08:00Z,µg/m³,21,71,6,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:09:00Z,µg/m³,23,71,6,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:10:00Z,µg/m³,23,70,6,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:11:00Z,µg/m³,24,68,6,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:12:00Z,µg/m³,24,65,6,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:13:00Z,µg/m³,24,63,6,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:14:00Z,µg/m³,22,61,6,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:15:00Z,µg/m³,24,59,6,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:16:00Z,µg/m³,23,58,6,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:17:00Z,µg/m³,22,57,6,3
Sheffield Devonshire Green - UKA00575,2024-04-21T00:18:00Z,µg/m³,22,57,7,4
Sheffield Devonshire Green - UKA00575,2024-04-21T00:19:00Z,µg/m³,22,57,7,4
Sheffield Devonshire Green - UKA00575,2024-04-21T00:20:00Z,µg/m³,21,57,8,4
Sheffield Devonshire Green - UKA00575,2024-04-21T00:21:00Z,µg/m³,22,57,9,5
Sheffield Devonshire Green - UKA00575,2024-04-21T00:22:00Z,µg/m³,20,57,10,5
Sheffield Devonshire Green - UKA00575,2024-04-21T00:23:00Z,µg/m³,20,57,10,5
Sheffield Devonshire Green - UKA00575,2024-05-21T00:00:00Z,µg/m³,21,57,13,6
Sheffield Devonshire Green - UKA00575,2024-05-21T00:02:00Z,µg/m³,18,58,15,7
Sheffield Devonshire Green - UKA00575,2024-05-21T00:03:00Z,µg/m³,18,58,15,7
Sheffield Devonshire Green - UKA00575,2024-05-21T00:04:00Z,µg/m³,18,59,16,8
Sheffield Devonshire Green - UKA00575,2024-05-21T00:05:00Z,µg/m³,18,59,17,8
Sheffield Devonshire Green - UKA00575,2024-05-21T00:06:00Z,µg/m³,20,60,18,8
Sheffield Devonshire Green - UKA00575,2024-05-21T00:07:00Z,µg/m³,22,60,18,8
Sheffield Devonshire Green - UKA00575,2024-05-21T00:08:00Z,µg/m³,23,61,19,9
Sheffield Devonshire Green - UKA00575,2024-05-21T00:09:00Z,µg/m³,24,60,19,9
Sheffield Devonshire Green - UKA00575,2024-05-21T00:10:00Z,µg/m³,23,60,20,9
Sheffield Devonshire Green - UKA00575,2024-05-21T00:11:00Z,µg/m³,22,60,20,9
Sheffield Devonshire Green - UKA00575,2024-05-21T00:12:00Z,µg/m³,23,61,20,9
Sheffield Devonshire Green - UKA00575,2024-05-21T00:13:00Z,µg/m³,22,62,20,9
Sheffield Devonshire Green - UKA00575,2024-05-21T00:14:00Z,µg/m³,24,62,20,9
Sheffield Devonshire Green - UKA00575,2024-05-21T00:15:00Z,µg/m³,23,64,21,9
Sheffield Devonshire Green - UKA00575,2024-05-21T00:16:00Z,µg/m³,24,65,21,9
Sheffield Devonshire Green - UKA00575,2024-05-21T00:17:00Z,µg/m³,25,67,21,10
Sheffield Devonshire Green - UKA00575,2024-05-21T00:18:00Z,µg/m³,22,68,21,10
Sheffield Devonshire Green - UKA00575,2024-05-21T00:19:00Z,µg/m³,25,69,21,9
Sheffield Devonshire Green - UKA00575,2024-05-21T00:20:00Z,µg/m³,23,69,20,9
Sheffield Devonshire Green - UKA00575,2024-05-21T00:21:00Z,µg/m³,24,68,19,9
Sheffield Devonshire Green - UKA00575,2024-05-21T00:22:00Z,µg/m³,23,68,18,8
Sheffield Devonshire Green - UKA00575,2024-05-21T00:23:00Z,µg/m³,23,67,17,8
Sheffield Devonshire Green - UKA00575,2024-06-21T00:00:00Z,µg/m³,20,66,15,7
Sheffield Devonshire Green - UKA00575,2024-06-21T00:02:00Z,µg/m³,19,66,12,6
Sheffield Devonshire Green - UKA00575,2024-06-21T00:03:00Z,µg/m³,19,66,12,6
Sheffield Devonshire Green - UKA00575,2024-06-21T00:04:00Z,µg/m³,18,67,10,5
Sheffield Devonshire Green - UKA00575,2024-06-21T00:05:00Z,µg/m³,18,67,10,5
Sheffield Devonshire Green - UKA00575,2024-06-21T00:06:00Z,µg/m³,18,68,9,4
Sheffield Devonshire Green - UKA00575,2024-06-21T00:07:00Z,µg/m³,18,68,9,4
Sheffield Devonshire Green - UKA00575,2024-06-21T00:08:00Z,µg/m³,18,68,8,4
Sheffield Devonshire Green - UKA00575,2024-06-21T00:09:00Z,µg/m³,NA,68,8,4
Sheffield Devonshire Green - UKA00575,2024-06-21T00:10:00Z,µg/m³,21,65,7,4
Sheffield Devonshire Green - UKA00575,2024-06-21T00:11:00Z,µg/m³,22,64,7,4
Sheffield Devonshire Green - UKA00575,2024-06-21T00:12:00Z,µg/m³,20,64,8,4
Sheffield Devonshire Green - UKA00575,2024-06-21T00:13:00Z,µg/m³,22,63,8,4
Sheffield Devonshire Green - UKA00575,2024-06-21T00:14:00Z,µg/m³,29,62,7,4
Sheffield Devonshire Green - UKA00575,2024-06-21T00:15:00Z,µg/m³,29,62,7,3
Sheffield Devonshire Green - UKA00575,2024-06-21T00:16:00Z,µg/m³,28,62,6,3
Sheffield Devonshire Green - UKA00575,2024-06-21T00:17:00Z,µg/m³,33,62,6,3
Sheffield Devonshire Green - UKA00575,2024-06-21T00:18:00Z,µg/m³,37,61,6,3
Sheffield Devonshire Green - UKA00575,2024-06-21T00:19:00Z,µg/m³,33,60,6,3
Sheffield Devonshire Green - UKA00575,2024-06-21T00:20:00Z,µg/m³,28,59,6,3
Sheffield Devonshire Green - UKA00575,2024-06-21T00:21:00Z,µg/m³,25,58,7,4
Sheffield Devonshire Green - UKA00575,2024-06-21T00:22:00Z,µg/m³,25,57,7,4
Sheffield Devonshire Green - UKA00575,2024-06-21T00:23:00Z,µg/m³,25,56,7,4
Sheffield Devonshire Green - UKA00575,2024-07-21T00:00:00Z,µg/m³,22,53,8,4
Sheffield Devonshire Green - UKA00575,2024-07-21T00:02:00Z,µg/m³,22,51,9,4
Sheffield Devonshire Green - UKA00575,2024-07-21T00:03:00Z,µg/m³,22,51,9,5
Sheffield Devonshire Green - UKA00575,2024-07-21T00:04:00Z,µg/m³,25,48,9,5
Sheffield Devonshire Green - UKA00575,2024-07-21T00:05:00Z,µg/m³,25,48,9,5
Sheffield Devonshire Green - UKA00575,2024-07-21T00:06:00Z,µg/m³,23,45,9,5
Sheffield Devonshire Green - UKA00575,2024-07-21T00:07:00Z,µg/m³,23,44,10,5
Sheffield Devonshire Green - UKA00575,2024-07-21T00:08:00Z,µg/m³,61,35,10,5
Sheffield Devonshire Green - UKA00575,2024-07-21T00:09:00Z,µg/m³,72,29,10,5
Sheffield Devonshire Green - UKA00575,2024-07-21T00:10:00Z,µg/m³,71,23,11,5
Sheffield Devonshire Green - UKA00575,2024-07-21T00:11:00Z,µg/m³,62,19,11,6
Sheffield Devonshire Green - UKA00575,2024-07-21T00:12:00Z,µg/m³,33,19,12,6
Sheffield Devonshire Green - UKA00575,2024-07-21T00:13:00Z,µg/m³,27,21,12,6
Sheffield Devonshire Green - UKA00575,2024-07-21T00:14:00Z,µg/m³,22,23,13,6
Sheffield Devonshire Green - UKA00575,2024-07-21T00:15:00Z,µg/m³,21,28,13,6
Sheffield Devonshire Green - UKA00575,2024-07-21T00:16:00Z,µg/m³,12,34,14,6
Sheffield Devonshire Green - UKA00575,2024-07-21T00:17:00Z,µg/m³,26,39,14,6
Sheffield Devonshire Green - UKA00575,2024-07-21T00:18:00Z,µg/m³,28,43,14,7
Sheffield Devonshire Green - UKA00575,2024-07-21T00:19:00Z,µg/m³,45,43,14,7
Sheffield Devonshire Green - UKA00575,2024-07-21T00:20:00Z,µg/m³,45,39,14,7
Sheffield Devonshire Green - UKA00575,2024-07-21T00:21:00Z,µg/m³,59,32,15,7
Sheffield Devonshire Green - UKA00575,2024-07-21T00:22:00Z,µg/m³,56,25,15,8
Sheffield Devonshire Green - UKA00575,2024-07-21T00:23:00Z,µg/m³,56,21,15,8
Sheffield Devonshire Green - UKA00575,2024-08-21T00:00:00Z,µg/m³,39,12,16,9
Sheffield Devonshire Green - UKA00575,2024-08-21T00:02:00Z,µg/m³,29,4,17,10
Sheffield Devonshire Green - UKA00575,2024-08-21T00:03:00Z,µg/m³,29,3,18,10
Sheffield Devonshire Green - UKA00575,2024-08-21T00:04:00Z,µg/m³,46,1,19,11
Sheffield Devonshire Green - UKA00575,2024-08-21T00:05:00Z,µg/m³,46,2,19,11
Sheffield Devonshire Green - UKA00575,2024-08-21T00:06:00Z,µg/m³,45,2,21,13
Sheffield Devonshire Green - UKA00575,2024-08-21T00:07:00Z,µg/m³,30,3,21,13
Sheffield Devonshire Green - UKA00575,2024-08-21T00:08:00Z,µg/m³,24,6,22,14
Sheffield Devonshire Green - UKA00575,2024-08-21T00:09:00Z,µg/m³,21,10,22,14
Sheffield Devonshire Green - UKA00575,2024-08-21T00:10:00Z,µg/m³,26,15,21,14
Sheffield Devonshire Green - UKA00575,2024-08-21T00:11:00Z,µg/m³,21,20,21,13
Sheffield Devonshire Green - UKA00575,2024-08-21T00:12:00Z,µg/m³,33,24,20,13
Sheffield Devonshire Green - UKA00575,2024-08-21T00:13:00Z,µg/m³,46,28,20,13
Sheffield Devonshire Green - UKA00575,2024-08-21T00:14:00Z,µg/m³,34,32,19,13
Sheffield Devonshire Green - UKA00575,2024-08-21T00:15:00Z,µg/m³,56,33,19,13
Sheffield Devonshire Green - UKA00575,2024-08-21T00:16:00Z,µg/m³,50,33,18,13
Sheffield Devonshire Green - UKA00575,2024-08-21T00:17:00Z,µg/m³,40,31,18,13
Sheffield Devonshire Green - UKA00575,2024-08-21T00:18:00Z,µg/m³,33,30,17,13
Sheffield Devonshire Green - UKA00575,2024-08-21T00:19:00Z,µg/m³,30,29,17,12
Sheffield Devonshire Green - UKA00575,2024-08-21T00:20:00Z,µg/m³,27,30,16,12
Sheffield Devonshire Green - UKA00575,2024-08-21T00:21:00Z,µg/m³,25,31,15,11
Sheffield Devonshire Green - UKA00575,2024-08-21T00:22:00Z,µg/m³,20,32,14,10
Sheffield Devonshire Green - UKA00575,2024-08-21T00:23:00Z,µg/m³,20,34,13,10
Sheffield Devonshire Green - UKA00575,2024-09-21T00:00:00Z,µg/m³,7,39,12,9
Sheffield Devonshire Green - UKA00575,2024-09-21T00:02:00Z,µg/m³,12,43,11,8
Sheffield Devonshire Green - UKA00575,2024-09-21T00:03:00Z,µg/m³,12,44,10,8
Sheffield Devonshire Green - UKA00575,2024-09-21T00:04:00Z,µg/m³,4,45,9,7
Sheffield Devonshire Green - UKA00575,2024-09-21T00:05:00Z,µg/m³,4,46,8,6
Sheffield Devonshire Green - UKA00575,2024-09-21T00:06:00Z,µg/m³,6,46,6,5
Sheffield Devonshire Green - UKA00575,2024-09-21T00:07:00Z,µg/m³,11,46,5,4
Sheffield Devonshire Green - UKA00575,2024-09-21T00:08:00Z,µg/m³,20,43,5,4
Sheffield Devonshire Green - UKA00575,2024-09-21T00:09:00Z,µg/m³,37,39,5,4
Sheffield Devonshire Green - UKA00575,2024-09-21T00:10:00Z,µg/m³,35,36,4,4
Sheffield Devonshire Green - UKA00575,2024-09-21T00:11:00Z,µg/m³,29,34,5,4
Sheffield Devonshire Green - UKA00575,2024-09-21T00:12:00Z,µg/m³,26,31,5,4
Sheffield Devonshire Green - UKA00575,2024-09-21T00:13:00Z,µg/m³,27,28,5,4
Sheffield Devonshire Green - UKA00575,2024-09-21T00:14:00Z,µg/m³,28,25,5,4
Sheffield Devonshire Green - UKA00575,2024-09-21T00:15:00Z,µg/m³,33,22,5,4
Sheffield Devonshire Green - UKA00575,2024-09-21T00:16:00Z,µg/m³,43,20,5,4
Sheffield Devonshire Green - UKA00575,2024-09-21T00:17:00Z,µg/m³,55,17,5,4
Sheffield Devonshire Green - UKA00575,2024-09-21T00:18:00Z,µg/m³,67,15,5,4
Sheffield Devonshire Green - UKA00575,2024-09-21T00:19:00Z,µg/m³,73,12,6,5
Sheffield Devonshire Green - UKA00575,2024-09-21T00:20:00Z,µg/m³,68,9,7,5
Sheffield Devonshire Green - UKA00575,2024-09-21T00:21:00Z,µg/m³,59,6,8,6
Sheffield Devonshire Green - UKA00575,2024-09-21T00:22:00Z,µg/m³,59,3,9,7
Sheffield Devonshire Green - UKA00575,2024-09-21T00:23:00Z,µg/m³,59,1,9,7
Sheffield Devonshire Green - UKA00575,2024-10-21T00:00:00Z,µg/m³,56,0,12,10
Sheffield Devonshire Green - UKA00575,2024-10-21T00:02:00Z,µg/m³,59,0,16,14
Sheffield Devonshire Green - UKA00575,2024-10-21T00:03:00Z,µg/m³,59,0,17,14
Sheffield Devonshire Green - UKA00575,2024-10-21T00:04:00Z,µg/m³,47,0,25,22
Sheffield Devonshire Green - UKA00575,2024-10-21T00:05:00Z,µg/m³,47,0,26,23
Sheffield Devonshire Green - UKA00575,2024-10-21T00:06:00Z,µg/m³,28,0,26,22
Sheffield Devonshire Green - UKA00575,2024-10-21T00:07:00Z,µg/m³,32,0,26,22
Sheffield Devonshire Green - UKA00575,2024-10-21T00:08:00Z,µg/m³,38,0,26,22
Sheffield Devonshire Green - UKA00575,2024-10-21T00:09:00Z,µg/m³,37,3,26,22
Sheffield Devonshire Green - UKA00575,2024-10-21T00:10:00Z,µg/m³,51,3,27,23
Sheffield Devonshire Green - UKA00575,2024-10-21T00:11:00Z,µg/m³,60,3,27,23
Sheffield Devonshire Green - UKA00575,2024-10-21T00:12:00Z,µg/m³,32,6,27,23
Sheffield Devonshire Green - UKA00575,2024-10-21T00:13:00Z,µg/m³,33,9,27,23
Sheffield Devonshire Green - UKA00575,2024-10-21T00:14:00Z,µg/m³,40,11,28,23
Sheffield Devonshire Green - UKA00575,2024-10-21T00:15:00Z,µg/m³,41,14,28,24
Sheffield Devonshire Green - UKA00575,2024-10-21T00:16:00Z,µg/m³,55,15,28,24
Sheffield Devonshire Green - UKA00575,2024-10-21T00:17:00Z,µg/m³,60,16,29,24
Sheffield Devonshire Green - UKA00575,2024-10-21T00:18:00Z,µg/m³,68,16,29,24
Sheffield Devonshire Green - UKA00575,2024-10-21T00:19:00Z,µg/m³,66,16,29,24
Sheffield Devonshire Green - UKA00575,2024-10-21T00:20:00Z,µg/m³,69,13,29,24
Sheffield Devonshire Green - UKA00575,2024-10-21T00:21:00Z,µg/m³,63,10,29,24
Sheffield Devonshire Green - UKA00575,2024-10-21T00:23:00Z,µg/m³,58,5,28,24
Sheffield Devonshire Green - UKA00575,2024-11-21T00:00:00Z,µg/m³,43,4,27,23
Sheffield Devonshire Green - UKA00575,2024-11-21T00:02:00Z,µg/m³,39,4,18,15
Sheffield Devonshire Green - UKA00575,2024-11-21T00:03:00Z,µg/m³,39,4,16,13
Sheffield Devonshire Green - UKA00575,2024-11-21T00:04:00Z,µg/m³,32,6,15,13
Sheffield Devonshire Green - UKA00575,2024-11-21T00:05:00Z,µg/m³,32,6,15,13
Sheffield Devonshire Green - UKA00575,2024-11-21T00:06:00Z,µg/m³,26,8,15,13
Sheffield Devonshire Green - UKA00575,2024-11-21T00:07:00Z,µg/m³,24,9,15,13
Sheffield Devonshire Green - UKA00575,2024-11-21T00:08:00Z,µg/m³,30,11,15,13
Sheffield Devonshire Green - UKA00575,2024-11-21T00:09:00Z,µg/m³,24,13,15,13
Sheffield Devonshire Green - UKA00575,2024-11-21T00:10:00Z,µg/m³,15,17,15,13
Sheffield Devonshire Green - UKA00575,2024-11-21T00:12:00Z,µg/m³,18,25,15,13
Sheffield Devonshire Green - UKA00575,2024-11-21T00:13:00Z,µg/m³,17,28,15,13
Sheffield Devonshire Green - UKA00575,2024-11-21T00:14:00Z,µg/m³,16,33,15,13
Sheffield Devonshire Green - UKA00575,2024-11-21T00:15:00Z,µg/m³,13,37,15,13
Sheffield Devonshire Green - UKA00575,2024-11-21T00:16:00Z,µg/m³,8,41,15,13
Sheffield Devonshire Green - UKA00575,2024-11-21T00:17:00Z,µg/m³,9,45,14,12
Sheffield Devonshire Green - UKA00575,2024-11-21T00:18:00Z,µg/m³,7,47,14,12
Sheffield Devonshire Green - UKA00575,2024-11-21T00:19:00Z,µg/m³,7,48,13,11
Sheffield Devonshire Green - UKA00575,2024-11-21T00:20:00Z,µg/m³,6,49,12,10
Sheffield Devonshire Green - UKA00575,2024-11-21T00:21:00Z,µg/m³,9,51,11,9
Sheffield Devonshire Green - UKA00575,2024-11-21T00:22:00Z,µg/m³,10,51,11,9
Sheffield Devonshire Green - UKA00575,2024-11-21T00:23:00Z,µg/m³,10,51,10,8
Sheffield Devonshire Green - UKA00575,2024-12-21T00:00:00Z,µg/m³,15,49,10,8
Sheffield Devonshire Green - UKA00575,2024-12-21T00:02:00Z,µg/m³,8,47,9,7
Sheffield Devonshire Green - UKA00575,2024-12-21T00:03:00Z,µg/m³,8,46,9,7
Sheffield Devonshire Green - UKA00575,2024-12-21T00:04:00Z,µg/m³,4,45,9,6
Sheffield Devonshire Green - UKA00575,2024-12-21T00:05:00Z,µg/m³,4,44,9,6
Sheffield Devonshire Green - UKA00575,2024-12-21T00:06:00Z,µg/m³,3,47,8,6
Sheffield Devonshire Green - UKA00575,2024-12-21T00:07:00Z,µg/m³,8,47,8,6
Sheffield Devonshire Green - UKA00575,2024-12-21T00:08:00Z,µg/m³,29,46,8,6
Sheffield Devonshire Green - UKA00575,2024-12-21T00:09:00Z,µg/m³,27,46,8,6
Sheffield Devonshire Green - UKA00575,2024-12-21T00:10:00Z,µg/m³,14,47,9,6
Sheffield Devonshire Green - UKA00575,2024-12-21T00:11:00Z,µg/m³,7,49,9,5
Sheffield Devonshire Green - UKA00575,2024-12-21T00:12:00Z,µg/m³,3,52,9,5
Sheffield Devonshire Green - UKA00575,2024-12-21T00:13:00Z,µg/m³,3,54,9,5
Sheffield Devonshire Green - UKA00575,2024-12-21T00:14:00Z,µg/m³,2,55,9,5
Sheffield Devonshire Green - UKA00575,2024-12-21T00:15:00Z,µg/m³,0,58,8,4
Sheffield Devonshire Green - UKA00575,2024-12-21T00:16:00Z,µg/m³,1,62,8,4
Sheffield Devonshire Green - UKA00575,2024-12-21T00:17:00Z,µg/m³,6,65,8,4
Sheffield Devonshire Green - UKA00575,2024-12-21T00:18:00Z,µg/m³,6,66,8,4
